Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,CHANGEDONDATE
c3deeb5b-66ef-b1bf-0202-0e5ce485d30f,2004-04-21,,999-54-8844,S99994553,X44136485X,Ms.,Tamara8,Daniela614,Schinner682,,,,white,nonhispanic,F,Hopkinton  Massachusetts  US,514 Walter Frontage road Suite 33,Ocean Bluff-Brant Rock,Massachusetts,Plymouth County,,0,42.10301857,-70.63130157,78968.58,98412.59,71078,2025-02-15
fb164202-4e38-04a0-470a-b7229db13c04,1969-12-09,,999-17-8864,S99911135,X87296700X,Mr.,Homero668,,Vigil207,,,D,white,hispanic,M,Guatemala City  Guatemala  GT,198 Baumbach Glen,Lowell,Massachusetts,Middlesex County,25017,1850,42.68816668,-71.3680669,179297.4,77976.38,39370,2025-02-15
03bde354-de87-a404-4ab3-00edf0b184a7,2004-10-30,,999-72-1151,S99931142,,Ms.,Lahoma872,Chasidy481,Greenholt190,,,,white,hispanic,F,Brockton  Massachusetts  US,954 Boyer Dale Suite 47,Andover,Massachusetts,Essex County,25009,1810,42.64079354,-71.1948007,29383.72,26025.55,550030,2025-02-15
13cc1678-474c-7932-a719-c64f3a7adc9f,2022-09-21,,999-90-5038,,,,Wade235,Austin578,Emmerich580,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,220 Sporer Crossing,Middleton,Massachusetts,Essex County,,0,42.56545371,-70.99739143,10394.18,4560.98,170535,2025-02-15
655baba7-47ed-22ac-2093-1196ebb44928,1927-03-20,2011-01-28,999-61-7485,S99993051,X72765472X,Mrs.,Zenia843,Genesis248,Weimann465,,Kuhic920,M,other,nonhispanic,F,Greenfield  Massachusetts  US,161 Hammes Union Unit 6,West Tisbury,Massachusetts,Dukes County,,0,41.35420569,-70.65792862,1068387.92,526259.59,90297,2025-02-15
4f159375-4ee4-36ab-b464-6d38f6ff2dae,1950-04-28,,999-83-8671,S99947678,X25427399X,Mr.,Dudley365,,Blick895,,,M,white,nonhispanic,M,Scituate  Massachusetts  US,486 Greenfelder Trace,Groveland,Massachusetts,Essex County,,0,42.74496939,-70.9946561,260074.13,787575.59,189277,2025-02-15
bd2a8021-2868-6dd2-c17f-bfd7c36fe247,1927-03-20,,999-16-5553,S99998808,X26994367X,Mrs.,Alena861,Danna372,Gusikowski974,,Bahringer146,M,other,nonhispanic,F,Chelmsford  Massachusetts  US,672 Quigley Dale,West Tisbury,Massachusetts,Dukes County,,0,41.43371899,-70.66515525,1157946.95,1267791.2,90297,2025-02-15
9933f4bd-106c-b41d-467a-94ec42baeb81,1990-12-28,,999-44-6753,S99951706,X71101002X,Mr.,Christopher407,Carey440,Brakus656,,,M,white,nonhispanic,M,Marblehead  Massachusetts  US,310 Toy Arcade Unit 47,Wilmington,Massachusetts,Middlesex County,25017,1887,42.55418125,-71.14725027,65711,1941.56,92885,2025-02-15
14dc5e57-1b84-3305-c042-86c9fc7e4996,1983-09-03,,999-48-1463,S99966116,X82183230X,Mrs.,Cathy455,Lanita675,Wolff180,,Brekke496,M,asian,nonhispanic,F,Marshfield  Massachusetts  US,295 Mills Alley Unit 71,Lynn,Massachusetts,Essex County,25009,1940,42.48040619,-70.8970629,306535.33,379288.43,72413,2025-02-15
98cbb02b-c16a-60e4-1ff0-37c0e45e0e9f,2011-09-30,,999-74-6516,,,,Moses679,,Friesen796,,,,white,nonhispanic,M,Boston  Massachusetts  US,689 Bailey Plaza Apt 88,Brockton,Massachusetts,Plymouth County,25023,2351,42.04613216,-71.00135889,3895.86,285495.2,8615,2025-02-15
d1622e8b-d26b-ec81-ffcb-ec4bf2af385b,1951-11-22,2017-08-18,999-55-3884,S99996090,X31384759X,Mrs.,Elna874,Dian810,Prohaska837,,Bogisich202,D,asian,nonhispanic,F,Fitchburg  Massachusetts  US,574 Stanton Stravenue,Boston,Massachusetts,Suffolk County,25025,2129,42.3222902,-71.02502461,100734.69,1441488.68,92537,2025-02-15
